invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I189509,C111140,Male,27,Toys,4,143.36,Credit Card,04-02-2023,Forum Istanbul
I288166,C637338,Female,51,Clothing,3,900.24,Cash,04-02-2023,Kanyon
I601235,C290322,Female,64,Clothing,1,300.08,Cash,04-02-2023,Mall of Istanbul
I489828,C333192,Female,44,Cosmetics,3,121.98,Debit Card,04-02-2023,Metrocity
I465093,C116818,Female,46,Food & Beverage,3,15.69,Credit Card,04-02-2023,Mall of Istanbul
I162918,C121602,Female,41,Cosmetics,2,81.32,Debit Card,04-02-2023,Emaar Square Mall
I267664,C896310,Female,46,Books,2,30.3,Cash,04-02-2023,Cevahir AVM
I159463,C869222,Male,39,Clothing,5,1500.4,Credit Card,04-02-2023,Istinye Park
I300186,C473815,Female,52,Toys,3,107.52,Debit Card,04-02-2023,Metrocity
I713547,C336224,Female,50,Clothing,2,600.16,Credit Card,04-02-2023,Kanyon
I148208,C151854,Female,19,Cosmetics,2,81.32,Cash,04-02-2023,Metrocity
I168985,C301683,Male,36,Clothing,5,1500.4,Credit Card,04-02-2023,Kanyon
I187368,C131359,Male,38,Books,5,75.75,Debit Card,04-02-2023,Kanyon
I201972,C167118,Female,42,Shoes,3,1800.51,Cash,04-02-2023,Kanyon
I787518,C329380,Female,38,Toys,4,143.36,Cash,04-02-2023,Metrocity
I239368,C287350,Female,31,Clothing,3,900.24,Cash,04-02-2023,Zorlu Center
I322566,C121724,Male,62,Toys,1,35.84,Cash,04-02-2023,Kanyon
I245559,C316721,Female,36,Food & Beverage,2,10.46,Debit Card,04-02-2023,Metrocity
I832125,C260980,Female,69,Cosmetics,4,162.64,Credit Card,04-02-2023,Viaport Outlet
I449904,C112319,Female,52,Clothing,5,1500.4,Cash,04-02-2023,Metrocity
I290133,C292445,Female,37,Toys,3,107.52,Debit Card,04-02-2023,Forum Istanbul
I205304,C219031,Male,69,Clothing,5,1500.4,Cash,04-02-2023,Kanyon
I204115,C775472,Female,67,Toys,4,143.36,Cash,04-02-2023,Forum Istanbul
I204273,C172075,Female,41,Clothing,2,600.16,Cash,04-02-2023,Mall of Istanbul
I141416,C660613,Female,57,Clothing,3,900.24,Cash,04-02-2023,Kanyon
I223873,C190844,Female,69,Clothing,5,1500.4,Cash,04-02-2023,Metrocity
I255513,C246791,Female,65,Food & Beverage,2,10.46,Cash,04-02-2023,Kanyon
I197777,C938377,Female,46,Clothing,3,900.24,Cash,04-02-2023,Kanyon
I808626,C258798,Male,44,Food & Beverage,1,5.23,Credit Card,04-02-2023,Zorlu Center
I322906,C714502,Female,55,Clothing,4,1200.32,Cash,04-02-2023,Metrocity
I298234,C310884,Female,56,Shoes,2,1200.34,Debit Card,04-02-2023,Mall of Istanbul
I413783,C913722,Male,23,Clothing,5,1500.4,Debit Card,04-02-2023,Kanyon
I133802,C267462,Female,24,Cosmetics,4,162.64,Credit Card,04-02-2023,Mall of Istanbul
I106232,C256769,Female,66,Books,5,75.75,Cash,04-02-2023,Viaport Outlet
I814946,C326086,Female,52,Food & Beverage,5,26.15,Debit Card,04-02-2023,Forum Istanbul
I734843,C348835,Male,58,Food & Beverage,2,10.46,Debit Card,04-02-2023,Kanyon
I865641,C274860,Female,59,Shoes,5,3000.85,Credit Card,04-02-2023,Kanyon
I462840,C212029,Male,67,Cosmetics,3,121.98,Cash,04-02-2023,Mall of Istanbul
I238384,C114634,Female,43,Books,2,30.3,Credit Card,04-02-2023,Forum Istanbul
I183077,C219867,Female,53,Shoes,2,1200.34,Cash,04-02-2023,Kanyon
I216135,C113761,Male,66,Clothing,1,300.08,Cash,04-02-2023,Metrocity
I845945,C322003,Female,59,Shoes,5,3000.85,Credit Card,04-02-2023,Cevahir AVM
I134013,C166231,Female,48,Food & Beverage,3,15.69,Cash,04-02-2023,Istinye Park
I197618,C910106,Male,21,Shoes,3,1800.51,Credit Card,04-02-2023,Metropol AVM
I133817,C228662,Male,54,Toys,4,143.36,Cash,04-02-2023,Forum Istanbul
I163655,C257362,Female,60,Clothing,1,300.08,Credit Card,04-02-2023,Cevahir AVM
I252324,C197406,Female,23,Toys,2,71.68,Cash,04-02-2023,Zorlu Center
I587419,C212181,Female,62,Books,1,15.15,Credit Card,04-02-2023,Zorlu Center
I236297,C151971,Male,48,Clothing,4,1200.32,Credit Card,04-02-2023,Mall of Istanbul
I577079,C580549,Female,67,Food & Beverage,4,20.92,Cash,04-02-2023,Mall of Istanbul
I148433,C129003,Male,53,Cosmetics,2,81.32,Cash,04-02-2023,Kanyon
I928602,C112432,Male,46,Toys,2,71.68,Credit Card,04-02-2023,Istinye Park
I332217,C304127,Female,64,Books,4,60.6,Debit Card,04-02-2023,Kanyon
I203506,C545428,Female,51,Clothing,5,1500.4,Cash,04-02-2023,Metropol AVM
I222508,C260844,Female,61,Shoes,4,2400.68,Credit Card,04-02-2023,Metrocity
I149455,C603737,Female,45,Cosmetics,2,81.32,Debit Card,04-02-2023,Mall of Istanbul
I756074,C332454,Female,47,Souvenir,1,11.73,Credit Card,04-02-2023,Kanyon
I182654,C192063,Female,58,Souvenir,4,46.92,Cash,04-02-2023,Istinye Park
I157797,C841935,Female,45,Food & Beverage,3,15.69,Credit Card,04-02-2023,Istinye Park
I334693,C664247,Female,42,Food & Beverage,4,20.92,Credit Card,04-02-2023,Istinye Park
I293178,C317512,Male,55,Clothing,4,1200.32,Credit Card,04-02-2023,Kanyon
I834628,C255450,Female,21,Food & Beverage,1,5.23,Credit Card,04-02-2023,Mall of Istanbul
I231815,C162487,Female,31,Food & Beverage,2,10.46,Credit Card,04-02-2023,Kanyon
I112263,C112549,Male,31,Souvenir,5,58.65,Debit Card,04-02-2023,Istinye Park
I493986,C463847,Female,39,Cosmetics,2,81.32,Credit Card,04-02-2023,Metrocity
I254000,C898307,Female,57,Cosmetics,1,40.66,Cash,04-02-2023,Metrocity
I331605,C217138,Female,44,Shoes,5,3000.85,Cash,04-02-2023,Zorlu Center
I276781,C239698,Female,48,Cosmetics,1,40.66,Credit Card,04-02-2023,Mall of Istanbul
I845731,C230336,Male,61,Food & Beverage,2,10.46,Cash,04-02-2023,Mall of Istanbul
I259965,C546435,Female,65,Clothing,2,600.16,Cash,04-02-2023,Zorlu Center
I116809,C295343,Female,21,Toys,2,71.68,Credit Card,04-02-2023,Mall of Istanbul
I176629,C303396,Female,40,Clothing,5,1500.4,Cash,04-02-2023,Zorlu Center
I884674,C170192,Female,38,Cosmetics,1,40.66,Cash,04-02-2023,Zorlu Center
I986136,C251418,Female,33,Books,2,30.3,Credit Card,04-02-2023,Mall of Istanbul
I710924,C565310,Male,62,Food & Beverage,1,5.23,Cash,04-02-2023,Emaar Square Mall
I209079,C268479,Female,35,Toys,4,143.36,Cash,04-02-2023,Istinye Park
I211602,C326788,Female,23,Souvenir,3,35.19,Credit Card,04-02-2023,Metropol AVM
I146621,C226812,Female,41,Food & Beverage,5,26.15,Cash,04-02-2023,Viaport Outlet
I265832,C133058,Male,48,Food & Beverage,5,26.15,Credit Card,04-02-2023,Mall of Istanbul
I796803,C117843,Female,63,Cosmetics,2,81.32,Debit Card,04-02-2023,Kanyon
I289334,C724943,Male,63,Books,4,60.6,Cash,04-02-2023,Kanyon
I212967,C240893,Female,52,Toys,3,107.52,Cash,04-02-2023,Cevahir AVM
I164378,C320963,Female,60,Clothing,4,1200.32,Credit Card,04-02-2023,Mall of Istanbul
I977124,C169209,Male,42,Clothing,5,1500.4,Credit Card,04-02-2023,Metrocity
I107276,C470130,Female,66,Clothing,2,600.16,Cash,04-02-2023,Forum Istanbul
I146653,C315492,Male,57,Souvenir,3,35.19,Cash,04-02-2023,Metrocity
I272193,C168084,Male,64,Food & Beverage,2,10.46,Credit Card,04-02-2023,Kanyon
I182435,C129705,Female,30,Technology,3,3150,Credit Card,04-02-2023,Mall of Istanbul
I247113,C135429,Male,46,Shoes,1,600.17,Cash,04-02-2023,Mall of Istanbul
I311835,C224396,Female,27,Clothing,1,300.08,Cash,04-02-2023,Metrocity
I211156,C196680,Male,67,Clothing,4,1200.32,Debit Card,04-02-2023,Zorlu Center
I998643,C529993,Female,57,Toys,2,71.68,Debit Card,04-02-2023,Forum Istanbul
I137798,C152917,Male,57,Shoes,1,600.17,Cash,04-02-2023,Kanyon
I715642,C298701,Female,22,Toys,2,71.68,Cash,04-02-2023,Kanyon
I108856,C229201,Male,21,Clothing,2,600.16,Cash,04-02-2023,Emaar Square Mall
I230012,C108176,Female,59,Toys,2,71.68,Credit Card,04-02-2023,Metropol AVM
I399459,C255371,Male,22,Cosmetics,4,162.64,Credit Card,04-02-2023,Kanyon
I118160,C212175,Female,48,Clothing,5,1500.4,Credit Card,04-02-2023,Kanyon
I103540,C200986,Female,27,Clothing,4,1200.32,Debit Card,04-02-2023,Istinye Park
I331420,C303645,Female,37,Technology,4,4200,Credit Card,04-02-2023,Viaport Outlet
I213984,C142365,Female,23,Cosmetics,1,40.66,Debit Card,04-02-2023,Kanyon
I222434,C205712,Female,30,Cosmetics,5,203.3,Credit Card,04-02-2023,Mall of Istanbul
I319260,C216688,Female,36,Shoes,2,1200.34,Cash,04-02-2023,Zorlu Center
I180820,C102043,Female,27,Clothing,4,1200.32,Credit Card,04-02-2023,Kanyon
I907828,C337281,Male,33,Food & Beverage,5,26.15,Credit Card,04-02-2023,Metrocity
I252080,C142399,Female,53,Toys,5,179.2,Cash,04-02-2023,Emaar Square Mall
I755020,C175202,Female,48,Toys,5,179.2,Debit Card,04-02-2023,Mall of Istanbul
I105785,C202010,Male,36,Shoes,3,1800.51,Credit Card,04-02-2023,Metrocity
I125852,C229460,Male,32,Clothing,1,300.08,Credit Card,04-02-2023,Kanyon
I651271,C224160,Female,58,Clothing,4,1200.32,Credit Card,04-02-2023,Kanyon
I760581,C132071,Male,44,Clothing,5,1500.4,Credit Card,04-02-2023,Istinye Park
I797149,C225949,Female,28,Toys,5,179.2,Cash,05-02-2023,Metrocity
I119685,C211689,Female,44,Clothing,2,600.16,Debit Card,05-02-2023,Viaport Outlet
I187255,C113670,Male,28,Clothing,4,1200.32,Debit Card,05-02-2023,Mall of Istanbul
I196757,C504052,Female,32,Food & Beverage,1,5.23,Credit Card,05-02-2023,Cevahir AVM
I202691,C858710,Female,59,Books,1,15.15,Debit Card,05-02-2023,Emaar Square Mall
I115640,C220395,Female,60,Food & Beverage,3,15.69,Credit Card,05-02-2023,Cevahir AVM
I264408,C322584,Male,51,Cosmetics,2,81.32,Cash,05-02-2023,Metropol AVM
I789374,C261583,Female,65,Technology,5,5250,Cash,05-02-2023,Viaport Outlet
I130114,C135392,Female,64,Shoes,4,2400.68,Cash,05-02-2023,Kanyon
I482730,C240089,Female,61,Food & Beverage,3,15.69,Debit Card,05-02-2023,Forum Istanbul
I339728,C322995,Male,61,Technology,5,5250,Cash,05-02-2023,Kanyon
I805262,C253359,Male,40,Food & Beverage,4,20.92,Cash,05-02-2023,Metrocity
I964757,C217696,Female,63,Cosmetics,5,203.3,Credit Card,05-02-2023,Mall of Istanbul
I138114,C287147,Male,27,Shoes,5,3000.85,Cash,05-02-2023,Zorlu Center
I817932,C148812,Female,34,Toys,2,71.68,Cash,05-02-2023,Metrocity
I192590,C258758,Female,64,Clothing,1,300.08,Cash,05-02-2023,Kanyon
I262770,C313022,Female,34,Clothing,5,1500.4,Credit Card,05-02-2023,Metrocity
I143095,C258626,Female,27,Clothing,2,600.16,Debit Card,05-02-2023,Mall of Istanbul
I699078,C868281,Female,39,Clothing,5,1500.4,Debit Card,05-02-2023,Mall of Istanbul
I166942,C666970,Male,63,Books,4,60.6,Cash,05-02-2023,Metrocity
I108229,C305536,Male,48,Shoes,4,2400.68,Credit Card,05-02-2023,Istinye Park
I736672,C335601,Male,63,Shoes,2,1200.34,Cash,05-02-2023,Istinye Park
I600635,C168758,Male,35,Clothing,1,300.08,Cash,05-02-2023,Kanyon
I103170,C126764,Female,54,Technology,3,3150,Credit Card,05-02-2023,Cevahir AVM
I165817,C946880,Female,67,Food & Beverage,2,10.46,Cash,05-02-2023,Metrocity
I174739,C249222,Male,33,Cosmetics,4,162.64,Credit Card,05-02-2023,Kanyon
I141468,C220259,Female,27,Toys,4,143.36,Debit Card,05-02-2023,Kanyon
I221158,C142248,Female,55,Clothing,3,900.24,Cash,05-02-2023,Istinye Park
I297156,C869853,Male,40,Cosmetics,3,121.98,Cash,05-02-2023,Metrocity
I262627,C262037,Female,53,Toys,3,107.52,Credit Card,05-02-2023,Emaar Square Mall
I300396,C220550,Male,26,Clothing,1,300.08,Cash,05-02-2023,Mall of Istanbul
I872564,C618619,Male,57,Shoes,1,600.17,Cash,05-02-2023,Zorlu Center
I524033,C937578,Female,24,Clothing,1,300.08,Cash,05-02-2023,Mall of Istanbul
I338415,C312183,Male,58,Food & Beverage,1,5.23,Cash,05-02-2023,Kanyon
I281065,C262062,Male,58,Cosmetics,2,81.32,Credit Card,05-02-2023,Forum Istanbul
I200265,C258336,Female,66,Cosmetics,2,81.32,Debit Card,05-02-2023,Metrocity
I323684,C511238,Female,30,Food & Beverage,2,10.46,Debit Card,05-02-2023,Mall of Istanbul
I157655,C141979,Female,26,Books,1,15.15,Cash,05-02-2023,Kanyon
I579125,C152756,Female,50,Toys,1,35.84,Cash,05-02-2023,Metrocity
I230111,C499755,Male,26,Cosmetics,5,203.3,Cash,05-02-2023,Kanyon
I983893,C116907,Female,69,Clothing,1,300.08,Cash,05-02-2023,Emaar Square Mall
I162030,C671033,Female,22,Food & Beverage,5,26.15,Cash,05-02-2023,Zorlu Center
I511497,C217751,Female,68,Clothing,5,1500.4,Credit Card,05-02-2023,Istinye Park
I870434,C164762,Female,56,Clothing,1,300.08,Cash,05-02-2023,Mall of Istanbul
I651238,C810298,Male,34,Shoes,2,1200.34,Cash,05-02-2023,Metropol AVM
I307312,C126275,Male,20,Food & Beverage,4,20.92,Credit Card,05-02-2023,Zorlu Center
I318628,C326475,Male,34,Books,1,15.15,Debit Card,05-02-2023,Kanyon
I218174,C960472,Female,27,Food & Beverage,3,15.69,Credit Card,05-02-2023,Mall of Istanbul
I230889,C397242,Male,22,Clothing,1,300.08,Debit Card,05-02-2023,Mall of Istanbul
I202744,C178408,Female,52,Clothing,1,300.08,Debit Card,05-02-2023,Metrocity
I494851,C336431,Male,64,Clothing,1,300.08,Cash,05-02-2023,Istinye Park
I155578,C753911,Male,36,Shoes,2,1200.34,Credit Card,05-02-2023,Mall of Istanbul
I592319,C264148,Female,43,Cosmetics,5,203.3,Cash,05-02-2023,Viaport Outlet
I591414,C101697,Male,54,Clothing,2,600.16,Credit Card,05-02-2023,Istinye Park
I191745,C303283,Male,66,Shoes,3,1800.51,Cash,05-02-2023,Zorlu Center
I206435,C251407,Female,65,Clothing,2,600.16,Cash,05-02-2023,Mall of Istanbul
I223954,C394676,Female,32,Toys,2,71.68,Credit Card,05-02-2023,Istinye Park
I109122,C249466,Male,51,Clothing,3,900.24,Credit Card,05-02-2023,Zorlu Center
I253798,C157640,Female,57,Books,5,75.75,Cash,05-02-2023,Metrocity
I242357,C120337,Female,32,Food & Beverage,3,15.69,Debit Card,05-02-2023,Mall of Istanbul
I766804,C582261,Female,41,Clothing,1,300.08,Cash,05-02-2023,Metropol AVM
I163212,C247420,Female,56,Toys,1,35.84,Cash,05-02-2023,Emaar Square Mall
I327452,C224520,Female,65,Clothing,4,1200.32,Cash,05-02-2023,Forum Istanbul
I990831,C933377,Female,35,Cosmetics,1,40.66,Cash,05-02-2023,Metrocity
I248554,C475306,Female,22,Books,5,75.75,Debit Card,05-02-2023,Emaar Square Mall
I972991,C238764,Male,28,Clothing,2,600.16,Cash,05-02-2023,Kanyon
I248147,C272029,Female,23,Toys,5,179.2,Cash,05-02-2023,Metrocity
I475023,C716882,Female,33,Clothing,3,900.24,Debit Card,05-02-2023,Mall of Istanbul
I892579,C311725,Male,35,Toys,3,107.52,Cash,05-02-2023,Metropol AVM
I158456,C200135,Female,64,Clothing,5,1500.4,Debit Card,05-02-2023,Mall of Istanbul
I397483,C203037,Female,55,Clothing,4,1200.32,Credit Card,05-02-2023,Metropol AVM
I162865,C829986,Female,23,Clothing,1,300.08,Debit Card,05-02-2023,Mall of Istanbul
I625959,C273571,Female,21,Toys,1,35.84,Cash,05-02-2023,Emaar Square Mall
I267908,C290409,Male,66,Shoes,1,600.17,Cash,05-02-2023,Mall of Istanbul
I921729,C821224,Male,62,Clothing,5,1500.4,Cash,05-02-2023,Mall of Istanbul
I228577,C173981,Female,66,Clothing,3,900.24,Cash,05-02-2023,Forum Istanbul
I299548,C185469,Male,33,Clothing,3,900.24,Cash,05-02-2023,Kanyon
I319353,C337967,Female,25,Cosmetics,4,162.64,Cash,05-02-2023,Metropol AVM
I738620,C320839,Female,41,Souvenir,5,58.65,Credit Card,05-02-2023,Istinye Park
I334834,C294153,Male,40,Cosmetics,5,203.3,Cash,05-02-2023,Kanyon
I198682,C338315,Female,28,Food & Beverage,4,20.92,Cash,05-02-2023,Mall of Istanbul
I234981,C776226,Female,30,Books,1,15.15,Cash,05-02-2023,Metropol AVM
I119541,C284194,Female,68,Shoes,1,600.17,Cash,05-02-2023,Metropol AVM
I129805,C131977,Male,19,Food & Beverage,3,15.69,Credit Card,05-02-2023,Kanyon
I110921,C119027,Male,65,Clothing,1,300.08,Credit Card,05-02-2023,Metrocity
I311103,C552747,Female,59,Clothing,2,600.16,Cash,05-02-2023,Metrocity
I479663,C188962,Female,42,Clothing,4,1200.32,Cash,05-02-2023,Metropol AVM
I118410,C288940,Female,60,Food & Beverage,4,20.92,Credit Card,05-02-2023,Metrocity
I197661,C319846,Male,30,Clothing,3,900.24,Cash,05-02-2023,Istinye Park
I139858,C143305,Male,42,Cosmetics,2,81.32,Cash,05-02-2023,Zorlu Center
I141247,C579180,Male,44,Souvenir,3,35.19,Cash,05-02-2023,Mall of Istanbul
I163959,C641084,Male,44,Food & Beverage,1,5.23,Cash,05-02-2023,Cevahir AVM
I270834,C219242,Female,64,Technology,1,1050,Credit Card,05-02-2023,Metrocity
I686361,C308318,Female,37,Clothing,2,600.16,Debit Card,05-02-2023,Viaport Outlet
I151788,C150792,Male,52,Shoes,3,1800.51,Cash,05-02-2023,Kanyon
I279912,C326039,Male,59,Food & Beverage,2,10.46,Cash,05-02-2023,Cevahir AVM
I800846,C187711,Male,22,Souvenir,5,58.65,Debit Card,05-02-2023,Kanyon
I204676,C208870,Female,37,Clothing,3,900.24,Cash,05-02-2023,Kanyon
I786287,C145147,Male,49,Cosmetics,4,162.64,Debit Card,05-02-2023,Istinye Park
I244475,C623719,Male,22,Cosmetics,5,203.3,Credit Card,05-02-2023,Istinye Park
I535620,C313260,Female,37,Clothing,5,1500.4,Cash,05-02-2023,Viaport Outlet
I309870,C230274,Female,50,Shoes,1,600.17,Debit Card,05-02-2023,Cevahir AVM
I109022,C922334,Male,38,Cosmetics,4,162.64,Cash,05-02-2023,Metrocity
I108890,C179812,Female,18,Shoes,4,2400.68,Debit Card,05-02-2023,Viaport Outlet
I171837,C271767,Female,27,Clothing,5,1500.4,Cash,05-02-2023,Zorlu Center
I769157,C632385,Male,69,Clothing,5,1500.4,Cash,05-02-2023,Kanyon
I172844,C239307,Female,26,Cosmetics,1,40.66,Cash,05-02-2023,Cevahir AVM
I335016,C347282,Male,30,Food & Beverage,1,5.23,Cash,05-02-2023,Kanyon
I323603,C161339,Male,55,Shoes,3,1800.51,Credit Card,05-02-2023,Zorlu Center
I262761,C336555,Male,24,Souvenir,1,11.73,Cash,05-02-2023,Kanyon
I822809,C170726,Female,36,Shoes,4,2400.68,Cash,05-02-2023,Kanyon
I180175,C756122,Male,34,Food & Beverage,2,10.46,Credit Card,05-02-2023,Mall of Istanbul
I258633,C298196,Female,60,Clothing,5,1500.4,Debit Card,05-02-2023,Cevahir AVM
I311041,C206629,Female,41,Food & Beverage,5,26.15,Debit Card,05-02-2023,Kanyon
I304188,C217989,Female,60,Clothing,5,1500.4,Debit Card,05-02-2023,Forum Istanbul
I423946,C132570,Female,43,Toys,5,179.2,Credit Card,05-02-2023,Cevahir AVM
I245835,C286586,Male,25,Clothing,3,900.24,Cash,05-02-2023,Istinye Park
I102783,C816576,Female,56,Food & Beverage,1,5.23,Cash,05-02-2023,Istinye Park
I217792,C325037,Female,32,Toys,5,179.2,Cash,05-02-2023,Mall of Istanbul
I218485,C180744,Male,53,Shoes,2,1200.34,Debit Card,05-02-2023,Metrocity
I123581,C332698,Female,45,Shoes,3,1800.51,Credit Card,05-02-2023,Istinye Park
I140368,C332322,Female,61,Clothing,3,900.24,Cash,05-02-2023,Viaport Outlet
I355720,C124879,Male,63,Shoes,4,2400.68,Cash,05-02-2023,Metrocity
I150844,C302836,Female,56,Food & Beverage,2,10.46,Cash,05-02-2023,Istinye Park
I327966,C107209,Female,32,Food & Beverage,1,5.23,Cash,05-02-2023,Metropol AVM
I610847,C322689,Female,29,Clothing,4,1200.32,Cash,06-02-2023,Metrocity
I231403,C230619,Male,64,Cosmetics,5,203.3,Cash,06-02-2023,Mall of Istanbul
I844405,C886153,Female,32,Clothing,2,600.16,Credit Card,06-02-2023,Metropol AVM
I548921,C549441,Male,48,Food & Beverage,4,20.92,Cash,06-02-2023,Emaar Square Mall
I145950,C244823,Male,61,Clothing,3,900.24,Cash,06-02-2023,Mall of Istanbul
I163013,C142836,Female,40,Clothing,3,900.24,Cash,06-02-2023,Mall of Istanbul
I400801,C187040,Male,52,Food & Beverage,2,10.46,Cash,06-02-2023,Metrocity
I131278,C191441,Female,23,Clothing,1,300.08,Debit Card,06-02-2023,Kanyon
I309765,C812985,Male,65,Technology,5,5250,Credit Card,06-02-2023,Istinye Park
I168021,C295280,Male,52,Cosmetics,3,121.98,Credit Card,06-02-2023,Kanyon
I162036,C485485,Female,40,Cosmetics,4,162.64,Debit Card,06-02-2023,Metropol AVM
I321120,C229363,Female,52,Shoes,5,3000.85,Credit Card,06-02-2023,Kanyon
I250097,C288490,Female,69,Clothing,4,1200.32,Debit Card,06-02-2023,Emaar Square Mall
I317535,C332238,Female,39,Cosmetics,1,40.66,Debit Card,06-02-2023,Metropol AVM
I153195,C631084,Male,53,Shoes,3,1800.51,Cash,06-02-2023,Zorlu Center
I772850,C279822,Female,33,Cosmetics,3,121.98,Cash,06-02-2023,Viaport Outlet
I318254,C769900,Female,40,Food & Beverage,4,20.92,Credit Card,06-02-2023,Mall of Istanbul
I245042,C208901,Male,30,Cosmetics,1,40.66,Cash,06-02-2023,Kanyon
I294338,C302205,Female,36,Technology,1,1050,Credit Card,06-02-2023,Mall of Istanbul
I240999,C227627,Female,21,Shoes,5,3000.85,Debit Card,06-02-2023,Metropol AVM
I298687,C202546,Female,19,Shoes,4,2400.68,Cash,06-02-2023,Cevahir AVM
I317254,C263944,Male,63,Clothing,2,600.16,Cash,06-02-2023,Cevahir AVM
I251532,C146686,Female,60,Food & Beverage,5,26.15,Credit Card,06-02-2023,Zorlu Center
I107128,C167841,Female,23,Technology,5,5250,Cash,06-02-2023,Metropol AVM
I287848,C623250,Male,44,Clothing,2,600.16,Credit Card,06-02-2023,Metrocity
I538256,C327937,Male,41,Clothing,3,900.24,Cash,06-02-2023,Viaport Outlet
I250730,C198337,Female,41,Cosmetics,2,81.32,Credit Card,06-02-2023,Kanyon
I178116,C169696,Male,23,Clothing,2,600.16,Debit Card,06-02-2023,Istinye Park
I251323,C309403,Male,40,Toys,3,107.52,Cash,06-02-2023,Mall of Istanbul
I224688,C116415,Male,40,Clothing,1,300.08,Cash,06-02-2023,Istinye Park
I110722,C229836,Female,18,Books,5,75.75,Debit Card,06-02-2023,Metrocity
I403690,C246114,Female,24,Clothing,2,600.16,Credit Card,06-02-2023,Viaport Outlet
I198879,C953758,Male,47,Clothing,3,900.24,Credit Card,06-02-2023,Forum Istanbul
I258978,C323205,Female,34,Cosmetics,5,203.3,Cash,06-02-2023,Metrocity
I331029,C205555,Female,54,Shoes,4,2400.68,Cash,06-02-2023,Kanyon
I247311,C239720,Female,64,Clothing,4,1200.32,Cash,06-02-2023,Kanyon
I214733,C111500,Female,24,Shoes,2,1200.34,Cash,06-02-2023,Cevahir AVM
I272500,C952028,Female,24,Clothing,5,1500.4,Cash,06-02-2023,Metropol AVM
I216747,C323703,Female,25,Souvenir,5,58.65,Credit Card,06-02-2023,Mall of Istanbul
I307214,C193977,Male,33,Shoes,2,1200.34,Debit Card,06-02-2023,Metrocity
I266465,C320431,Male,27,Food & Beverage,5,26.15,Cash,06-02-2023,Kanyon
I119164,C189384,Female,44,Toys,1,35.84,Credit Card,06-02-2023,Metrocity
I186364,C192526,Female,46,Cosmetics,5,203.3,Debit Card,06-02-2023,Metropol AVM
I582460,C220583,Female,46,Books,4,60.6,Credit Card,06-02-2023,Metropol AVM
I206535,C675202,Male,35,Technology,2,2100,Credit Card,06-02-2023,Kanyon
I151127,C315796,Female,41,Shoes,2,1200.34,Cash,06-02-2023,Kanyon
I107892,C230737,Male,37,Shoes,3,1800.51,Credit Card,06-02-2023,Metrocity
I156925,C316922,Female,44,Food & Beverage,5,26.15,Credit Card,06-02-2023,Emaar Square Mall
I265888,C163873,Female,48,Cosmetics,4,162.64,Credit Card,06-02-2023,Zorlu Center
I172091,C216655,Female,57,Clothing,2,600.16,Credit Card,06-02-2023,Forum Istanbul
I315204,C194061,Female,55,Clothing,3,900.24,Cash,06-02-2023,Kanyon
I122708,C161592,Female,50,Technology,5,5250,Cash,06-02-2023,Istinye Park
I198808,C140824,Female,69,Clothing,1,300.08,Cash,06-02-2023,Viaport Outlet
I257461,C231862,Male,38,Food & Beverage,3,15.69,Credit Card,06-02-2023,Metrocity
I263100,C271293,Male,65,Toys,4,143.36,Credit Card,06-02-2023,Kanyon
I286247,C124303,Female,22,Toys,5,179.2,Cash,06-02-2023,Zorlu Center
I538024,C180376,Male,27,Clothing,2,600.16,Credit Card,06-02-2023,Mall of Istanbul
I217469,C257475,Female,39,Clothing,4,1200.32,Cash,06-02-2023,Metropol AVM
I139464,C181883,Female,23,Clothing,5,1500.4,Debit Card,06-02-2023,Kanyon
I226772,C241976,Female,63,Toys,5,179.2,Credit Card,06-02-2023,Istinye Park
I129889,C721421,Female,38,Food & Beverage,5,26.15,Debit Card,06-02-2023,Metropol AVM
I116181,C224076,Female,41,Food & Beverage,5,26.15,Cash,06-02-2023,Metrocity
I270005,C588850,Female,34,Cosmetics,1,40.66,Cash,06-02-2023,Metrocity
I311137,C204183,Male,19,Clothing,2,600.16,Cash,06-02-2023,Metrocity
I154058,C327625,Male,44,Clothing,2,600.16,Cash,06-02-2023,Kanyon
I211386,C108013,Female,29,Cosmetics,3,121.98,Debit Card,06-02-2023,Kanyon
I284226,C222784,Male,28,Souvenir,5,58.65,Cash,06-02-2023,Metropol AVM
I601281,C189710,Female,25,Toys,2,71.68,Debit Card,06-02-2023,Metropol AVM
I189202,C261738,Male,36,Shoes,1,600.17,Debit Card,06-02-2023,Mall of Istanbul
I334689,C177800,Female,56,Clothing,3,900.24,Credit Card,06-02-2023,Metropol AVM
I321105,C812125,Male,22,Shoes,2,1200.34,Credit Card,06-02-2023,Metrocity
I307875,C279045,Male,60,Cosmetics,2,81.32,Cash,06-02-2023,Kanyon
I329298,C982549,Female,41,Shoes,4,2400.68,Credit Card,06-02-2023,Zorlu Center
I468506,C894019,Female,45,Souvenir,2,23.46,Cash,06-02-2023,Metrocity
I119493,C669731,Male,45,Cosmetics,4,162.64,Cash,06-02-2023,Emaar Square Mall
I126600,C341774,Female,43,Shoes,4,2400.68,Cash,06-02-2023,Mall of Istanbul
I210397,C142166,Female,66,Clothing,2,600.16,Cash,06-02-2023,Metropol AVM
I660642,C198288,Male,23,Books,3,45.45,Cash,06-02-2023,Istinye Park
